film_id,title,description,release_year,language_id,rental_duration,rental_rate,length,replacement_cost,rating,last_update,special_features,fulltext
755,Sabrina Midnight,A Emotional Story of a Squirrel And a Crocodile who must Succumb a Husband in The Sahara Desert,2006,1,5,4.99,99,11.99,PG,50:59.0,"{Trailers,""Behind the Scenes""}",'crocodil':11 'desert':20 'emot':4 'husband':16 'midnight':2 'must':13 'sabrina':1 'sahara':19 'squirrel':8 'stori':5 'succumb':14
761,Santa Paris,A Emotional Documentary of a Moose And a Car who must Redeem a Mad Cow in A Baloon Factory,2006,1,7,2.99,154,23.99,PG,50:59.0,"{Commentaries,""Behind the Scenes""}",'baloon':20 'car':11 'cow':17 'documentari':5 'emot':4 'factori':21 'mad':16 'moos':8 'must':13 'pari':2 'redeem':14 'santa':1
772,Sea Virgin,A Fast-Paced Documentary of a Technical Writer And a Pastry Chef who must Escape a Moose in A U-Boat,2006,1,4,2.99,80,24.99,PG,50:59.0,"{""Deleted Scenes""}",'boat':25 'chef':15 'documentari':7 'escap':18 'fast':5 'fast-pac':4 'moos':20 'must':17 'pace':6 'pastri':14 'sea':1 'technic':10 'u':24 'u-boat':23 'virgin':2 'writer':11
776,Secret Groundhog,A Astounding Story of a Cat And a Database Administrator who must Build a Technical Writer in New Orleans,2006,1,6,4.99,90,11.99,PG,50:59.0,"{Commentaries,""Deleted Scenes""}",'administr':12 'astound':4 'build':15 'cat':8 'databas':11 'groundhog':2 'must':14 'new':20 'orlean':21 'secret':1 'stori':5 'technic':17 'writer':18
777,Secretary Rouge,A Action-Packed Panorama of a Mad Cow And a Composer who must Discover a Robot in A Baloon Factory,2006,1,5,4.99,158,10.99,PG,50:59.0,"{Commentaries,""Behind the Scenes""}",'action':5 'action-pack':4 'baloon':22 'compos':14 'cow':11 'discov':17 'factori':23 'mad':10 'must':16 'pack':6 'panorama':7 'robot':19 'roug':2 'secretari':1
780,Sensibility Rear,A Emotional Tale of a Robot And a Sumo Wrestler who must Redeem a Pastry Chef in A Baloon Factory,2006,1,7,4.99,98,15.99,PG,50:59.0,"{""Behind the Scenes""}",'baloon':21 'chef':18 'emot':4 'factori':22 'must':14 'pastri':17 'rear':2 'redeem':15 'robot':8 'sensibl':1 'sumo':11 'tale':5 'wrestler':12
783,Shane Darkness,A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin,2006,1,5,2.99,93,22.99,PG,50:59.0,"{Commentaries,""Deleted Scenes""}",'action':5 'action-pack':4 'berlin':20 'dark':2 'find':16 'lumberjack':13 'moos':10 'must':15 'pack':6 'saga':7 'shane':1 'woman':18
784,Shanghai Tycoon,A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House,2006,1,7,2.99,47,20.99,PG,50:59.0,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'abandon':22 'build':17 'charact':7 'crocodil':11 'fast':5 'fast-pac':4 'fun':23 'hous':24 'husband':19 'lumberjack':14 'must':16 'pace':6 'shanghai':1 'studi':8 'tycoon':2
785,Shawshank Bubble,A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park,2006,1,6,4.99,80,20.99,PG,50:59.0,"{Commentaries,""Deleted Scenes""}",'abandon':19 'amus':20 'bubbl':2 'butler':16 'confront':14 'lacklustur':4 'monkey':11 'moos':8 'must':13 'park':21 'shawshank':1 'stori':5
798,Silverado Goldfinger,A Stunning Epistle of a Sumo Wrestler And a Man who must Challenge a Waitress in Ancient India,2006,1,4,4.99,74,11.99,PG,50:59.0,"{Trailers,Commentaries}",'ancient':19 'challeng':15 'epistl':5 'goldfing':2 'india':20 'man':12 'must':14 'silverado':1 'stun':4 'sumo':8 'waitress':17 'wrestler':9
802,Sky Miracle,A Epic Drama of a Mad Scientist And a Explorer who must Succumb a Waitress in An Abandoned Fun House,2006,1,7,2.99,132,15.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes""}",'abandon':20 'drama':5 'epic':4 'explor':12 'fun':21 'hous':22 'mad':8 'miracl':2 'must':14 'scientist':9 'sky':1 'succumb':15 'waitress':17
806,Sleepy Japanese,A Emotional Epistle of a Moose And a Composer who must Fight a Technical Writer in The Outback,2006,1,4,2.99,137,25.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes""}",'compos':11 'emot':4 'epistl':5 'fight':14 'japanes':2 'moos':8 'must':13 'outback':20 'sleepi':1 'technic':16 'writer':17
810,Slums Duck,A Amazing Character Study of a Teacher And a Database Administrator who must Defeat a Waitress in A Jet Boat,2006,1,5,0.99,147,21.99,PG,50:59.0,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'administr':13 'amaz':4 'boat':22 'charact':5 'databas':12 'defeat':16 'duck':2 'jet':21 'must':15 'slum':1 'studi':6 'teacher':9 'waitress':18
814,Snatch Slipper,A Insightful Panorama of a Woman And a Feminist who must Defeat a Forensic Psychologist in Berlin,2006,1,6,4.99,110,15.99,PG,50:59.0,{Commentaries},'berlin':19 'defeat':14 'feminist':11 'forens':16 'insight':4 'must':13 'panorama':5 'psychologist':17 'slipper':2 'snatch':1 'woman':8
832,Splash Gump,A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank,2006,1,5,0.99,175,16.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'boat':11 'conquer':14 'crocodil':8 'gump':2 'hunter':16 'must':13 'saga':5 'shark':19 'splash':1 'tank':20 'taut':4
836,Squad Fish,A Fast-Paced Display of a Pastry Chef And a Dog who must Kill a Teacher in Berlin,2006,1,3,2.99,136,14.99,PG,50:59.0,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'berlin':21 'chef':11 'display':7 'dog':14 'fast':5 'fast-pac':4 'fish':2 'kill':17 'must':16 'pace':6 'pastri':10 'squad':1 'teacher':19
837,Stage World,A Lacklusture Panorama of a Woman And a Frisbee who must Chase a Crocodile in A Jet Boat,2006,1,4,2.99,85,19.99,PG,50:59.0,"{Commentaries,""Behind the Scenes""}",'boat':20 'chase':14 'crocodil':16 'frisbe':11 'jet':19 'lacklustur':4 'must':13 'panorama':5 'stage':1 'woman':8 'world':2
841,Star Operation,A Insightful Character Study of a Girl And a Car who must Pursue a Mad Cow in A Shark Tank,2006,1,5,2.99,181,9.99,PG,50:59.0,{Commentaries},'car':12 'charact':5 'cow':18 'girl':9 'insight':4 'mad':17 'must':14 'oper':2 'pursu':15 'shark':21 'star':1 'studi':6 'tank':22
844,Steers Armageddon,A Stunning Character Study of a Car And a Girl who must Succumb a Car in A MySQL Convention,2006,1,6,4.99,140,16.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes"",""Behind the Scenes""}","'armageddon':2 'car':9,17 'charact':5 'convent':21 'girl':12 'must':14 'mysql':20 'steer':1 'studi':6 'stun':4 'succumb':15"
847,Stock Glass,A Boring Epistle of a Crocodile And a Lumberjack who must Outgun a Moose in Ancient China,2006,1,7,2.99,160,10.99,PG,50:59.0,{Commentaries},'ancient':18 'bore':4 'china':19 'crocodil':8 'epistl':5 'glass':2 'lumberjack':11 'moos':16 'must':13 'outgun':14 'stock':1
859,Sugar Wonka,A Touching Story of a Dentist And a Database Administrator who must Conquer a Astronaut in An Abandoned Amusement Park,2006,1,3,4.99,114,20.99,PG,50:59.0,"{Trailers,Commentaries,""Behind the Scenes""}",'abandon':20 'administr':12 'amus':21 'astronaut':17 'conquer':15 'databas':11 'dentist':8 'must':14 'park':22 'stori':5 'sugar':1 'touch':4 'wonka':2
867,Super Wyoming,A Action-Packed Saga of a Pastry Chef And a Explorer who must Discover a A Shark in The Outback,2006,1,5,4.99,58,10.99,PG,50:59.0,"{Trailers,Commentaries,""Behind the Scenes""}",'action':5 'action-pack':4 'chef':11 'discov':17 'explor':14 'must':16 'outback':23 'pack':6 'pastri':10 'saga':7 'shark':20 'super':1 'wyom':2
868,Superfly Trip,A Beautiful Saga of a Lumberjack And a Teacher who must Build a Technical Writer in An Abandoned Fun House,2006,1,5,0.99,114,27.99,PG,50:59.0,"{Commentaries,""Behind the Scenes""}",'abandon':20 'beauti':4 'build':14 'fun':21 'hous':22 'lumberjack':8 'must':13 'saga':5 'superfli':1 'teacher':11 'technic':16 'trip':2 'writer':17
869,Suspects Quills,A Emotional Epistle of a Pioneer And a Crocodile who must Battle a Man in A Manhattan Penthouse,2006,1,4,2.99,47,22.99,PG,50:59.0,{Trailers},'battl':14 'crocodil':11 'emot':4 'epistl':5 'man':16 'manhattan':19 'must':13 'penthous':20 'pioneer':8 'quill':2 'suspect':1
871,Sweden Shining,A Taut Documentary of a Car And a Robot who must Conquer a Boy in The Canadian Rockies,2006,1,6,4.99,176,19.99,PG,50:59.0,"{""Deleted Scenes"",""Behind the Scenes""}",'boy':16 'canadian':19 'car':8 'conquer':14 'documentari':5 'must':13 'robot':11 'rocki':20 'shine':2 'sweden':1 'taut':4
874,Tadpole Park,A Beautiful Tale of a Frisbee And a Moose who must Vanquish a Dog in An Abandoned Amusement Park,2006,1,6,2.99,155,13.99,PG,50:59.0,"{Trailers,Commentaries}","'abandon':19 'amus':20 'beauti':4 'dog':16 'frisbe':8 'moos':11 'must':13 'park':2,21 'tadpol':1 'tale':5 'vanquish':14"
875,Talented Homicide,A Lacklusture Panorama of a Dentist And a Forensic Psychologist who must Outrace a Pioneer in A U-Boat,2006,1,6,0.99,173,9.99,PG,50:59.0,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'boat':22 'dentist':8 'forens':11 'homicid':2 'lacklustur':4 'must':14 'outrac':15 'panorama':5 'pioneer':17 'psychologist':12 'talent':1 'u':21 'u-boat':20
879,Telegraph Voyage,A Fateful Yarn of a Husband And a Dog who must Battle a Waitress in A Jet Boat,2006,1,3,4.99,148,20.99,PG,50:59.0,{Commentaries},'battl':14 'boat':20 'dog':11 'fate':4 'husband':8 'jet':19 'must':13 'telegraph':1 'voyag':2 'waitress':16 'yarn':5
881,Temple Attraction,A Action-Packed Saga of a Forensic Psychologist And a Woman who must Battle a Womanizer in Soviet Georgia,2006,1,5,4.99,71,13.99,PG,50:59.0,"{Commentaries,""Deleted Scenes""}","'action':5 'action-pack':4 'attract':2 'battl':17 'forens':10 'georgia':22 'must':16 'pack':6 'psychologist':11 'saga':7 'soviet':21 'templ':1 'woman':14,19"
883,Tequila Past,A Action-Packed Panorama of a Mad Scientist And a Robot who must Challenge a Student in Nigeria,2006,1,6,4.99,53,17.99,PG,50:59.0,"{Commentaries,""Behind the Scenes""}",'action':5 'action-pack':4 'challeng':17 'mad':10 'must':16 'nigeria':21 'pack':6 'panorama':7 'past':2 'robot':14 'scientist':11 'student':19 'tequila':1
893,Titans Jerk,A Unbelieveable Panorama of a Feminist And a Sumo Wrestler who must Challenge a Technical Writer in Ancient China,2006,1,4,4.99,91,11.99,PG,50:59.0,"{""Behind the Scenes""}",'ancient':20 'challeng':15 'china':21 'feminist':8 'jerk':2 'must':14 'panorama':5 'sumo':11 'technic':17 'titan':1 'unbeliev':4 'wrestler':12 'writer':18
894,Tomatoes Hellfighters,A Thoughtful Epistle of a Madman And a Astronaut who must Overcome a Monkey in A Shark Tank,2006,1,6,0.99,68,23.99,PG,50:59.0,"{""Behind the Scenes""}",'astronaut':11 'epistl':5 'hellfight':2 'madman':8 'monkey':16 'must':13 'overcom':14 'shark':19 'tank':20 'thought':4 'tomato':1
896,Tootsie Pilot,A Awe-Inspiring Documentary of a Womanizer And a Pastry Chef who must Kill a Lumberjack in Berlin,2006,1,3,0.99,157,10.99,PG,50:59.0,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'awe':5 'awe-inspir':4 'berlin':21 'chef':14 'documentari':7 'inspir':6 'kill':17 'lumberjack':19 'must':16 'pastri':13 'pilot':2 'tootsi':1 'woman':10
902,Trading Pinocchio,A Emotional Character Study of a Student And a Explorer who must Discover a Frisbee in The First Manned Space Station,2006,1,6,4.99,170,22.99,PG,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'charact':5 'discov':15 'emot':4 'explor':12 'first':20 'frisbe':17 'man':21 'must':14 'pinocchio':2 'space':22 'station':23 'student':9 'studi':6 'trade':1
906,Tramp Others,A Brilliant Display of a Composer And a Cat who must Succumb a A Shark in Ancient India,2006,1,4,0.99,171,27.99,PG,50:59.0,"{""Deleted Scenes""}",'ancient':19 'brilliant':4 'cat':11 'compos':8 'display':5 'india':20 'must':13 'other':2 'shark':17 'succumb':14 'tramp':1
910,Treatment Jekyll,A Boring Story of a Teacher And a Student who must Outgun a Cat in An Abandoned Mine Shaft,2006,1,3,0.99,87,19.99,PG,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'abandon':19 'bore':4 'cat':16 'jekyl':2 'mine':20 'must':13 'outgun':14 'shaft':21 'stori':5 'student':11 'teacher':8 'treatment':1
912,Trojan Tomorrow,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,2006,1,3,2.99,52,9.99,PG,50:59.0,"{Commentaries,""Deleted Scenes""}",'ancient':19 'astound':4 'boat':17 'husband':8 'india':20 'must':14 'panorama':5 'pursu':15 'sumo':11 'tomorrow':2 'trojan':1 'wrestler':12
914,Trouble Date,A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan,2006,1,6,2.99,61,13.99,PG,50:59.0,"{Trailers,Commentaries,""Behind the Scenes""}",'ancient':19 'date':2 'explor':17 'forens':8 'japan':20 'kill':15 'lacklustur':4 'must':14 'panorama':5 'psychologist':9 'troubl':1 'woman':12
918,Twisted Pirates,A Touching Display of a Frisbee And a Boat who must Kill a Girl in A MySQL Convention,2006,1,4,4.99,152,23.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes""}",'boat':11 'convent':20 'display':5 'frisbe':8 'girl':16 'kill':14 'must':13 'mysql':19 'pirat':2 'touch':4 'twist':1
924,Unforgiven Zoolander,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,2006,1,7,0.99,129,15.99,PG,50:59.0,"{Trailers,Commentaries,""Behind the Scenes""}",'baloon':21 'epistl':5 'factori':22 'monkey':8 'must':14 'shark':18 'sumo':11 'taut':4 'unforgiven':1 'vanquish':15 'wrestler':12 'zooland':2
928,Uptown Young,A Fateful Documentary of a Dog And a Hunter who must Pursue a Teacher in An Abandoned Amusement Park,2006,1,5,2.99,84,16.99,PG,50:59.0,{Commentaries},'abandon':19 'amus':20 'documentari':5 'dog':8 'fate':4 'hunter':11 'must':13 'park':21 'pursu':14 'teacher':16 'uptown':1 'young':2
950,Volume House,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,2006,1,7,4.99,132,12.99,PG,50:59.0,{Commentaries},'bore':4 'california':18 'dentist':16 'dog':8 'hous':2 'meet':14 'must':13 'tale':5 'volum':1 'woman':11
952,Wagon Jaws,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,2006,1,7,2.99,152,17.99,PG,50:59.0,"{""Deleted Scenes"",""Behind the Scenes""}",'boat':11 'drama':5 'explor':16 'intrepid':4 'jaw':2 'kill':14 'manhattan':19 'moos':8 'must':13 'penthous':20 'wagon':1
955,Walls Artist,A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House,2006,1,7,4.99,135,19.99,PG,50:59.0,"{Trailers,""Behind the Scenes""}","'abandon':20 'artist':2 'cow':17 'fun':21 'hous':22 'insight':4 'mad':16 'must':13 'overcom':14 'panorama':5 'teacher':8,11 'wall':1"
962,Wasteland Divine,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,2006,1,7,2.99,85,18.99,PG,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}","'administr':9,18 'ancient':20 'china':21 'databas':8,17 'divin':2 'fanci':4 'fight':15 'must':14 'stori':5 'wasteland':1 'woman':12"
963,Watch Tracy,A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria,2006,1,5,0.99,78,12.99,PG,50:59.0,"{Trailers,""Deleted Scenes"",""Behind the Scenes""}",'conquer':16 'dog':10 'fast':5 'fast-pac':4 'frisbe':13 'hunter':18 'must':15 'nigeria':20 'pace':6 'traci':2 'watch':1 'yarn':7
966,Wedding Apollo,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,2006,1,3,0.99,70,14.99,PG,50:59.0,{Trailers},'abandon':21 'action':5 'action-pack':4 'apollo':2 'conquer':16 'lumberjack':18 'mine':22 'must':15 'pack':6 'shaft':23 'student':10 'tale':7 'waitress':13 'wed':1
980,Wizard Coldblooded,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,2006,1,4,4.99,75,12.99,PG,50:59.0,"{Commentaries,""Deleted Scenes"",""Behind the Scenes""}",'coldblood':2 'convent':21 'defeat':14 'display':5 'girl':11 'lacklustur':4 'must':13 'mysql':20 'robot':8 'sumo':16 'wizard':1 'wrestler':17
983,Won Dares,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,2006,1,7,2.99,105,18.99,PG,50:59.0,"{""Behind the Scenes""}",'boat':21 'dare':2 'defeat':14 'documentari':5 'explor':16 'monkey':11 'must':13 'teacher':8 'u':20 'u-boat':19 'unbeliev':4 'won':1
985,Wonderland Christmas,A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station,2006,1,4,4.99,111,19.99,PG,50:59.0,{Commentaries},'awe':5 'awe-inspir':4 'car':14 'charact':7 'christma':2 'first':23 'inspir':6 'mad':19 'man':24 'must':16 'pursu':17 'scientist':20 'space':25 'station':26 'studi':8 'waitress':11 'wonderland':1
987,Words Hunter,A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention,2006,1,3,2.99,116,13.99,PG,50:59.0,"{Trailers,Commentaries,""Deleted Scenes""}",'action':5 'action-pack':4 'compos':10 'convent':23 'face':17 'hunter':2 'mad':13 'must':16 'mysql':22 'pack':6 'pioneer':19 'reflect':7 'scientist':14 'word':1
991,Worst Banger,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,2006,1,4,2.99,185,26.99,PG,50:59.0,"{""Deleted Scenes"",""Behind the Scenes""}",'banger':2 'boy':16 'conquer':14 'dentist':11 'drama':5 'madman':8 'must':13 'outback':19 'thrill':4 'worst':1
